step,inference_time_sec,action_dx,action_dy,action_dz,action_droll,action_dpitch,action_dyaw,action_gripper,timestamp
51,0.6494,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:19.927799
52,0.3284,9.6e-05,-0.001031,-0.004556,0.0,0.0,0.0,0.0,12:59:20.875821
53,0.2788,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:21.792441
54,0.5954,-5e-06,-0.001031,-0.004556,0.0,0.0,0.0,0.0,12:59:23.025601
55,0.236,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:23.916166
56,0.2818,-5e-06,-0.001031,-0.004556,0.0,0.0,0.0,0.0,12:59:24.842342
57,0.2895,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:25.789556
58,0.6107,-5e-06,-0.001031,-0.004556,0.0,0.0,0.0,0.0,12:59:27.030531
59,0.605,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:28.261117
60,0.8997,-5e-06,-0.001031,-0.004556,0.0,0.0,0.0,0.0,12:59:29.814647
61,0.2906,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:30.720266
62,2.4657,-5e-06,-0.000876,-0.003338,0.0,0.0,0.0,0.996078,12:59:33.846114
63,1.2593,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:35.725623
64,0.2533,-5e-06,-0.000876,-0.003338,0.0,0.0,0.0,0.996078,12:59:36.648826
65,0.5166,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:37.771235
66,0.3374,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:38.773706
67,0.6563,9.6e-05,-0.000876,-0.003338,0.0,0.0,0.0,0.996078,12:59:40.079131
68,0.2796,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,12:59:41.016807
