step,inference_time_sec,action_dx,action_dy,action_dz,action_droll,action_dpitch,action_dyaw,action_gripper,timestamp
53,0.2438,9.6e-05,-0.000514,-0.011132,0.0,0.0,0.0,0.0,13:14:12.655130
54,0.3419,9.6e-05,-0.000514,-0.011132,0.0,0.0,0.0,0.0,13:14:13.489132
55,0.2318,9.6e-05,-0.000514,-0.011132,0.0,0.0,0.0,0.0,13:14:14.219906
56,0.2268,9.6e-05,-0.000514,-0.011132,0.0,0.0,0.0,0.0,13:14:14.943013
57,0.2458,0.000299,0.001142,0.000316,0.0,0.0,0.0,0.0,13:14:15.687028
58,0.2179,0.000299,0.001142,0.000316,0.0,0.0,0.0,0.0,13:14:16.405116
59,0.2275,0.000299,0.001142,0.000316,0.0,0.0,0.0,0.0,13:14:17.130388
60,0.2148,0.000299,0.001142,0.000316,0.0,0.0,0.0,0.0,13:14:17.842939
61,0.2152,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:18.557863
62,0.2227,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:19.276000
63,0.2151,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:19.982163
64,0.2155,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:20.694516
65,0.4751,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:21.663035
66,0.2283,0.000299,0.001298,0.000316,0.0,0.0,0.0,0.0,13:14:22.395266
67,0.24,0.000299,-0.001238,-0.008818,0.0,0.0,0.0,0.0,13:14:23.135698
68,0.2172,0.000299,-0.001031,-0.006017,0.0,0.0,0.0,0.0,13:14:23.854227
69,0.2613,0.000198,-0.001031,-0.006017,0.0,0.0,0.0,0.0,13:14:24.612492
70,0.2308,0.000198,-0.001031,-0.004556,0.0,0.0,0.0,0.0,13:14:25.345413
71,0.2944,9.6e-05,-0.000824,-0.003338,0.0,0.0,0.0,0.996078,13:14:26.145282
72,0.2131,0.000198,-0.000617,-0.003216,0.0,0.0,0.0,0.996078,13:14:27.072371
73,0.2196,9.6e-05,-0.000462,-0.001633,0.0,0.0,0.0,0.996078,13:14:28.044504
74,0.2371,0.000198,-0.000617,-0.002364,0.0,0.0,0.0,0.996078,13:14:29.320172
75,0.2184,9.6e-05,-0.000462,0.000437,0.0,0.0,0.0,0.996078,13:14:30.666191
76,0.2561,9.6e-05,4e-06,-0.000172,0.0,0.0,0.0,0.996078,13:14:31.821193
77,0.2301,9.6e-05,-0.000462,0.000437,0.0,0.0,0.0,0.996078,13:14:32.812136
78,0.236,9.6e-05,0.000366,0.000316,0.0,0.0,0.0,0.996078,13:14:33.890806
79,0.2347,0.000198,-0.000462,7.2e-05,0.0,0.0,0.0,0.996078,13:14:34.864501
80,0.3162,0.000198,-0.000565,-0.002242,0.0,0.0,0.0,0.996078,13:14:36.053861
81,0.2319,9.6e-05,-0.000462,-0.004069,0.0,0.0,0.0,0.0,13:14:37.176764
82,0.2621,0.000198,-0.000462,7.2e-05,0.0,0.0,0.0,0.996078,13:14:38.358106
83,0.781,0.000198,-0.000462,7.2e-05,0.0,0.0,0.0,0.996078,13:14:39.993751
84,0.2345,0.000198,-0.000462,7.2e-05,0.0,0.0,0.0,0.996078,13:14:41.129063
85,0.2328,0.000198,-0.000462,7.2e-05,0.0,0.0,0.0,0.996078,13:14:42.202410
86,0.2468,9.6e-05,-0.000358,-0.001511,0.0,0.0,0.0,0.996078,13:14:43.139232
87,0.2436,9.6e-05,-0.000358,-0.001633,0.0,0.0,0.0,0.996078,13:14:44.157152
88,0.2409,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:45.008089
89,0.2427,9.6e-05,-0.000462,-0.004069,0.0,0.0,0.0,0.0,13:14:46.035492
90,0.2703,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:47.161001
91,0.2286,9.6e-05,-0.000358,-0.001511,0.0,0.0,0.0,0.996078,13:14:48.345562
92,0.2321,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:49.615513
93,0.2182,9.6e-05,-0.000462,-0.004069,0.0,0.0,0.0,0.0,13:14:50.549416
94,0.4645,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:51.879343
95,0.4798,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:53.223552
96,0.2546,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:54.189927
97,0.2517,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:55.208351
98,0.2655,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:56.260993
99,1.0374,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:58.049689
100,0.5842,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:14:59.339846
101,0.2817,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:15:00.313510
102,0.594,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:15:01.594834
103,0.2786,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:15:02.563040
104,0.9941,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:15:04.231825
105,0.2449,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:15:05.139203
106,0.4829,9.6e-05,-0.000307,-0.001511,0.0,0.0,0.0,0.996078,13:15:06.290332
